event_id,task_name,start_time,end_time,mission_id,segment_id,robot_id,case_study,algorithm,required_capability,duration_min,travel_time_min,wait_from_deps_min,zone,x,y,order,item,room,floor,field,plot,destination,priority
e_order_management_capability_aware_00024,pick_item,2026-01-07T08:48,2026-01-07T08:54,order_003,order_003_item_02,wr_picker_2,order_management,capability_aware,gripper,6,0,0,aisle_2,6.29,7.93,order_003,case,,,,,dock_A,high
e_order_management_capability_aware_00025,move_to_dispatch,2026-01-07T08:48,2026-01-07T08:57,order_001,order_001_item_02,wr_amr_1,order_management,capability_aware,transport,9,13,13,dock_A,12.00,9.00,order_001,headphones,,,,,dock_A,high
e_order_management_capability_aware_00026,pick_item,2026-01-07T08:51,2026-01-07T08:58,order_003,order_003_item_03,wr_picker_1,order_management,capability_aware,gripper,7,0,0,aisle_3,8.08,8.11,order_003,stylus,,,,,dock_A,high
e_order_management_capability_aware_00027,scan_item,2026-01-07T08:52,2026-01-07T08:55,order_003,order_003_item_01,wr_scanner_1,order_management,capability_aware,scanner,3,3,12,scan_station,4.76,7.89,order_003,tablet,,,,,dock_A,high
e_order_management_capability_aware_00028,pick_item,2026-01-07T08:57,2026-01-07T09:03,order_002,order_002_item_02,wr_picker_2,order_management,capability_aware,gripper,6,3,36,aisle_2,5.82,6.21,order_002,mouse,,,,,dock_B,normal
e_order_management_capability_aware_00029,pack_item,2026-01-07T08:58,2026-01-07T09:05,order_002,order_002_item_01,wr_packer_1,order_management,capability_aware,packing,7,4,9,packing_station,10.00,8.00,order_002,keyboard,,,,,dock_B,normal
e_order_management_capability_aware_00030,scan_item,2026-01-07T08:59,2026-01-07T09:02,order_003,order_003_item_02,wr_scanner_1,order_management,capability_aware,scanner,3,4,5,scan_station,7.29,7.93,order_003,case,,,,,dock_A,high
e_order_management_capability_aware_00031,pick_item,2026-01-07T09:02,2026-01-07T09:08,order_002,order_002_item_03,wr_picker_1,order_management,capability_aware,gripper,6,4,48,aisle_3,7.81,5.81,order_002,charger,,,,,dock_B,normal
e_order_management_capability_aware_00032,scan_item,2026-01-07T09:05,2026-01-07T09:09,order_003,order_003_item_03,wr_scanner_1,order_management,capability_aware,scanner,4,3,7,scan_station,9.08,8.11,order_003,stylus,,,,,dock_A,high
e_order_management_capability_aware_00033,pack_item,2026-01-07T09:05,2026-01-07T09:13,order_001,order_001_item_01,wr_packer_1,order_management,capability_aware,packing,8,0,22,packing_station,10.00,8.00,order_001,book,,,,,dock_A,high
e_order_management_capability_aware_00034,move_to_dispatch,2026-01-07T09:05,2026-01-07T09:14,order_002,order_002_item_01,wr_amr_1,order_management,capability_aware,transport,9,0,0,dock_B,12.00,9.00,order_002,keyboard,,,,,dock_B,normal
e_order_management_capability_aware_00035,scan_item,2026-01-07T09:13,2026-01-07T09:16,order_002,order_002_item_02,wr_scanner_1,order_management,capability_aware,scanner,3,4,10,scan_station,6.82,6.21,order_002,mouse,,,,,dock_B,normal
e_order_management_capability_aware_00036,pack_item,2026-01-07T09:13,2026-01-07T09:20,order_003,order_003_item_02,wr_packer_1,order_management,capability_aware,packing,7,0,11,packing_station,10.00,8.00,order_003,case,,,,,dock_A,high
e_order_management_capability_aware_00037,move_to_dispatch,2026-01-07T09:14,2026-01-07T09:21,order_001,order_001_item_01,wr_amr_1,order_management,capability_aware,transport,7,0,1,dock_A,12.00,9.00,order_001,book,,,,,dock_A,high
e_order_management_capability_aware_00038,scan_item,2026-01-07T09:19,2026-01-07T09:22,order_002,order_002_item_03,wr_scanner_1,order_management,capability_aware,scanner,3,3,11,scan_station,8.81,5.81,order_002,charger,,,,,dock_B,normal
e_order_management_capability_aware_00039,pack_item,2026-01-07T09:20,2026-01-07T09:27,order_002,order_002_item_02,wr_packer_1,order_management,capability_aware,packing,7,0,4,packing_station,10.00,8.00,order_002,mouse,,,,,dock_B,normal
e_order_management_capability_aware_00040,move_to_dispatch,2026-01-07T09:21,2026-01-07T09:29,order_003,order_003_item_02,wr_amr_1,order_management,capability_aware,transport,8,0,1,dock_A,12.00,9.00,order_003,case,,,,,dock_A,high
e_order_management_capability_aware_00041,scan_item,2026-01-07T09:26,2026-01-07T09:29,order_002,order_002_item_04,wr_scanner_1,order_management,capability_aware,scanner,3,4,44,scan_station,11.26,6.25,order_002,cable,,,,,dock_B,normal
e_order_management_capability_aware_00042,pack_item,2026-01-07T09:27,2026-01-07T09:34,order_003,order_003_item_01,wr_packer_1,order_management,capability_aware,packing,7,0,32,packing_station,10.00,8.00,order_003,tablet,,,,,dock_A,high
e_order_management_capability_aware_00043,move_to_dispatch,2026-01-07T09:29,2026-01-07T09:38,order_002,order_002_item_02,wr_amr_1,order_management,capability_aware,transport,9,0,2,dock_B,12.00,9.00,order_002,mouse,,,,,dock_B,normal
e_order_management_capability_aware_00044,pack_item,2026-01-07T09:34,2026-01-07T09:41,order_002,order_002_item_03,wr_packer_1,order_management,capability_aware,packing,7,0,12,packing_station,10.00,8.00,order_002,charger,,,,,dock_B,normal
e_order_management_capability_aware_00045,move_to_dispatch,2026-01-07T09:38,2026-01-07T09:46,order_003,order_003_item_01,wr_amr_1,order_management,capability_aware,transport,8,0,4,dock_A,12.00,9.00,order_003,tablet,,,,,dock_A,high
e_order_management_capability_aware_00046,pack_item,2026-01-07T09:41,2026-01-07T09:48,order_003,order_003_item_03,wr_packer_1,order_management,capability_aware,packing,7,0,32,packing_station,10.00,8.00,order_003,stylus,,,,,dock_A,high
e_order_management_capability_aware_00047,move_to_dispatch,2026-01-07T09:46,2026-01-07T09:54,order_002,order_002_item_03,wr_amr_1,order_management,capability_aware,transport,8,0,5,dock_B,12.00,9.00,order_002,charger,,,,,dock_B,normal
e_order_management_capability_aware_00048,seal_order,2026-01-07T09:50,2026-01-07T09:55,order_001,,wr_packer_1,order_management,capability_aware,packing,5,2,29,packing_station,11.00,8.00,order_001,,,,,,dock_A,high
e_order_management_capability_aware_00049,move_to_dispatch,2026-01-07T09:54,2026-01-07T10:01,order_003,order_003_item_03,wr_amr_1,order_management,capability_aware,transport,7,0,6,dock_A,12.00,9.00,order_003,stylus,,,,,dock_A,high
e_order_management_capability_aware_00050,pack_item,2026-01-07T09:57,2026-01-07T10:04,order_002,order_002_item_04,wr_packer_1,order_management,capability_aware,packing,7,2,28,packing_station,10.00,8.00,order_002,cable,,,,,dock_B,normal
e_order_management_capability_aware_00051,move_to_dispatch,2026-01-07T10:04,2026-01-07T10:12,order_002,order_002_item_04,wr_amr_1,order_management,capability_aware,transport,8,0,0,dock_B,12.00,9.00,order_002,cable,,,,,dock_B,normal
e_order_management_capability_aware_00052,seal_order,2026-01-07T10:06,2026-01-07T10:11,order_003,,wr_packer_1,order_management,capability_aware,packing,5,2,5,packing_station,11.00,8.00,order_003,,,,,,dock_A,high
e_order_management_capability_aware_00053,seal_order,2026-01-07T10:12,2026-01-07T10:18,order_002,,wr_packer_1,order_management,capability_aware,packing,6,0,0,packing_station,11.00,8.00,order_002,,,,,,dock_B,normal
