perspective_type,perspective_id,source_event_id,source_task_id,source_robot_id,target_event_id,target_task_id,target_robot_id
mission,m18,e308,t169,r7,e497,t170,r1
mission,m18,e497,t170,r1,e304,t166,r3
mission,m18,e304,t166,r3,e300,t164,r5
mission,m18,e300,t164,r5,e687,t165,r4
mission,m18,e687,t165,r4,e682,t167,r3
mission,m18,e682,t167,r3,e786,t168,r4
mission,m18,e786,t168,r4,e798,t171,r7
mission,m19,e100,t172,r5,e356,t173,r1
mission,m19,e356,t173,r1,e601,t174,r7
mission,m19,e601,t174,r7,e678,t175,r4
mission,m19,e678,t175,r4,e364,t178,r3
mission,m19,e364,t178,r3,e721,t179,r2
mission,m19,e364,t178,r3,e360,t176,r5
mission,m19,e721,t179,r2,e747,t177,r8
mission,m19,e360,t176,r5,e747,t177,r8
mission,m19,e747,t177,r8,e752,t180,r5
mission,m19,e752,t180,r5,e838,t181,r5
mission,m2,e8,t11,r7,e132,t12,r7
mission,m2,e132,t12,r7,e136,t14,r1
mission,m2,e136,t14,r1,e335,t13,r8
mission,m2,e335,t13,r8,e140,t17,r5
mission,m2,e140,t17,r5,e371,t15,r7
mission,m2,e371,t15,r7,e467,t18,r5
mission,m2,e467,t18,r5,e574,t16,r5
mission,m2,e574,t16,r5,e819,t19,r7
mission,m20,e104,t182,r5,e383,t185,r7
mission,m20,e383,t185,r7,e605,t186,r6
mission,m20,e605,t186,r6,e669,t187,r8
mission,m20,e669,t187,r8,e387,t188,r3
mission,m20,e387,t188,r3,e730,t189,r4
mission,m20,e730,t189,r4,e379,t183,r5
mission,m20,e379,t183,r5,e778,t184,r5
mission,m20,e778,t184,r5,e846,t190,r3
mission,m3,e12,t20,r1,e124,t24,r7
mission,m3,e124,t24,r7,e128,t26,r3
mission,m3,e128,t26,r3,e120,t21,r5
mission,m3,e120,t21,r5,e430,t22,r6
mission,m3,e430,t22,r6,e325,t25,r5
mission,m3,e325,t25,r5,e426,t27,r3
mission,m3,e426,t27,r3,e757,t28,r8
mission,m3,e757,t28,r8,e457,t23,r5
mission,m3,e457,t23,r5,e807,t29,r5
mission,m4,e16,t30,r1,e157,t31,r7
mission,m4,e157,t31,r7,e161,t33,r1
mission,m4,e161,t33,r1,e165,t36,r5
mission,m4,e165,t36,r5,e492,t37,r4
mission,m4,e492,t37,r4,e395,t34,r7
mission,m4,e395,t34,r7,e625,t35,r8
mission,m4,e625,t35,r8,e340,t32,r5
mission,m4,e340,t32,r5,e725,t38,r7
mission,m5,e20,t39,r3,e112,t43,r7
mission,m5,e112,t43,r7,e108,t40,r3
mission,m5,e108,t40,r3,e116,t45,r5
mission,m5,e116,t45,r5,e407,t46,r2
mission,m5,e407,t46,r2,e477,t47,r1
mission,m5,e477,t47,r1,e296,t44,r5
mission,m5,e296,t44,r5,e403,t41,r3
mission,m5,e403,t41,r3,e742,t42,r1
mission,m5,e742,t42,r1,e794,t48,r7
mission,m6,e24,t49,r1,e228,t55,r7
mission,m6,e228,t55,r7,e220,t50,r1
mission,m6,e220,t50,r1,e487,t51,r4
mission,m6,e487,t51,r4,e224,t52,r3
mission,m6,e224,t52,r3,e422,t56,r1
mission,m6,e422,t56,r1,e588,t53,r6
mission,m6,e588,t53,r6,e659,t54,r4
mission,m6,e659,t54,r4,e696,t57,r3
mission,m7,e28,t58,r5,e88,t64,r7
mission,m7,e88,t64,r7,e259,t65,r2
mission,m7,e259,t65,r2,e84,t62,r5
mission,m7,e84,t62,r5,e330,t63,r4
mission,m7,e330,t63,r4,e80,t59,r3
mission,m7,e80,t59,r3,e391,t60,r2
mission,m7,e391,t60,r2,e291,t66,r5
mission,m7,e291,t66,r5,e412,t61,r5
mission,m7,e412,t61,r5,e790,t67,r1
mission,m8,e44,t68,r3,e173,t71,r7
mission,m8,e173,t71,r7,e177,t74,r1
mission,m8,e177,t74,r1,e169,t69,r3
mission,m8,e169,t69,r3,e375,t72,r7
mission,m8,e375,t72,r7,e506,t70,r1
mission,m8,e506,t70,r1,e417,t75,r5
mission,m8,e417,t75,r5,e593,t73,r5
mission,m8,e593,t73,r5,e827,t76,r7
mission,m9,e48,t77,r3,e208,t78,r7
mission,m9,e208,t78,r7,e399,t79,r2
mission,m9,e399,t79,r2,e216,t83,r5
mission,m9,e216,t83,r5,e212,t81,r3
mission,m9,e212,t81,r3,e529,t84,r7
mission,m9,e529,t84,r7,e664,t85,r4
mission,m9,e664,t85,r4,e439,t80,r5
mission,m9,e439,t80,r5,e569,t82,r5
mission,m9,e569,t82,r5,e815,t86,r7
segment,m10_s1,e193,t88,r1,e462,t89,r8
segment,m10_s2,e200,t90,r3,e564,t91,r6
segment,m10_s2,e564,t91,r6,e649,t92,r4
segment,m10_s3,e204,t93,r5,e520,t94,r1
segment,m11_s1,e232,t97,r7,e434,t98,r7
segment,m11_s1,e434,t98,r7,e634,t99,r8
segment,m11_s2,e236,t100,r1,e511,t101,r5
segment,m11_s3,e240,t102,r5,e560,t103,r3
segment,m11_s3,e560,t103,r3,e773,t104,r5
segment,m12_s1,e278,t107,r7,e472,t108,r1
segment,m12_s2,e282,t109,r3,e673,t110,r7
segment,m12_s2,e673,t110,r7,e692,t111,r1
segment,m12_s3,e286,t112,r5,e644,t113,r8
segment,m13_s1,e181,t116,r3,e543,t117,r6
segment,m13_s1,e543,t117,r6,e552,t118,r1
segment,m13_s2,e185,t119,r1,e444,t120,r8
segment,m13_s3,e189,t121,r5,e501,t122,r6
segment,m13_s3,e501,t122,r6,e525,t123,r4
segment,m14_s1,e244,t126,r1,e539,t127,r8
segment,m14_s2,e251,t128,r5,e597,t129,r2
segment,m14_s2,e597,t129,r2,e620,t130,r8
segment,m14_s3,e255,t131,r3,e610,t132,r1
segment,m15_s1,e312,t135,r7,e515,t136,r6
segment,m15_s1,e515,t136,r6,e534,t137,r4
segment,m15_s2,e316,t138,r5,e701,t139,r8
segment,m15_s3,e320,t140,r3,e708,t141,r3
segment,m15_s3,e708,t141,r3,e803,t142,r5
segment,m16_s1,e344,t145,r1,e584,t146,r5
segment,m16_s2,e348,t147,r7,e547,t148,r6
segment,m16_s2,e547,t148,r6,e579,t149,r1
segment,m16_s3,e352,t150,r3,e713,t151,r4
segment,m17_s1,e263,t154,r5,e629,t155,r2
segment,m17_s1,e629,t155,r2,e654,t156,r5
segment,m17_s2,e267,t157,r3,e639,t158,r4
segment,m17_s3,e274,t159,r1,e556,t160,r6
segment,m17_s3,e556,t160,r6,e615,t161,r5
segment,m18_s1,e300,t164,r5,e687,t165,r4
segment,m18_s2,e304,t166,r3,e682,t167,r3
segment,m18_s2,e682,t167,r3,e786,t168,r4
segment,m18_s3,e308,t169,r7,e497,t170,r1
segment,m19_s1,e356,t173,r1,e601,t174,r7
segment,m19_s1,e601,t174,r7,e678,t175,r4
segment,m19_s2,e360,t176,r5,e747,t177,r8
segment,m19_s3,e364,t178,r3,e721,t179,r2
segment,m19_s3,e721,t179,r2,e752,t180,r5
segment,m1_s1,e32,t2,r7,e153,t3,r3
segment,m1_s1,e153,t3,r3,e482,t4,r5
segment,m1_s2,e36,t5,r3,e149,t6,r4
segment,m1_s3,e40,t7,r5,e144,t8,r3
segment,m1_s3,e144,t8,r3,e449,t9,r4
segment,m20_s1,e379,t183,r5,e778,t184,r5
segment,m20_s2,e383,t185,r7,e605,t186,r6
segment,m20_s2,e605,t186,r6,e669,t187,r8
segment,m20_s3,e387,t188,r3,e730,t189,r4
segment,m2_s1,e132,t12,r7,e335,t13,r8
segment,m2_s2,e136,t14,r1,e371,t15,r7
segment,m2_s2,e371,t15,r7,e574,t16,r5
segment,m2_s3,e140,t17,r5,e467,t18,r5
segment,m3_s1,e120,t21,r5,e430,t22,r6
segment,m3_s1,e430,t22,r6,e457,t23,r5
segment,m3_s2,e124,t24,r7,e325,t25,r5
segment,m3_s3,e128,t26,r3,e426,t27,r3
segment,m3_s3,e426,t27,r3,e757,t28,r8
segment,m4_s1,e157,t31,r7,e340,t32,r5
segment,m4_s2,e161,t33,r1,e395,t34,r7
segment,m4_s2,e395,t34,r7,e625,t35,r8
segment,m4_s3,e165,t36,r5,e492,t37,r4
segment,m5_s1,e108,t40,r3,e403,t41,r3
segment,m5_s1,e403,t41,r3,e742,t42,r1
segment,m5_s2,e112,t43,r7,e296,t44,r5
segment,m5_s3,e116,t45,r5,e407,t46,r2
segment,m5_s3,e407,t46,r2,e477,t47,r1
segment,m6_s1,e220,t50,r1,e487,t51,r4
segment,m6_s2,e224,t52,r3,e588,t53,r6
segment,m6_s2,e588,t53,r6,e659,t54,r4
segment,m6_s3,e228,t55,r7,e422,t56,r1
segment,m7_s1,e80,t59,r3,e391,t60,r2
segment,m7_s1,e391,t60,r2,e412,t61,r5
segment,m7_s2,e84,t62,r5,e330,t63,r4
segment,m7_s3,e88,t64,r7,e259,t65,r2
segment,m7_s3,e259,t65,r2,e291,t66,r5
segment,m8_s1,e169,t69,r3,e506,t70,r1
segment,m8_s2,e173,t71,r7,e375,t72,r7
segment,m8_s2,e375,t72,r7,e593,t73,r5
segment,m8_s3,e177,t74,r1,e417,t75,r5
segment,m9_s1,e208,t78,r7,e399,t79,r2
segment,m9_s1,e399,t79,r2,e439,t80,r5
segment,m9_s2,e212,t81,r3,e569,t82,r5
segment,m9_s3,e216,t83,r5,e529,t84,r7
segment,m9_s3,e529,t84,r7,e664,t85,r4
robot,r1,e4,t1,r1,e12,t20,r1
robot,r1,e12,t20,r1,e16,t30,r1
robot,r1,e16,t30,r1,e24,t49,r1
robot,r1,e24,t49,r1,e92,t153,r1
robot,r1,e92,t153,r1,e96,t163,r1
robot,r1,e96,t163,r1,e136,t14,r1
robot,r1,e136,t14,r1,e161,t33,r1
robot,r1,e161,t33,r1,e177,t74,r1
robot,r1,e177,t74,r1,e185,t119,r1
robot,r1,e185,t119,r1,e193,t88,r1
robot,r1,e193,t88,r1,e220,t50,r1
robot,r1,e220,t50,r1,e236,t100,r1
robot,r1,e236,t100,r1,e244,t126,r1
robot,r1,e244,t126,r1,e274,t159,r1
robot,r1,e274,t159,r1,e344,t145,r1
robot,r1,e344,t145,r1,e356,t173,r1
robot,r1,e356,t173,r1,e422,t56,r1
robot,r1,e422,t56,r1,e472,t108,r1
robot,r1,e472,t108,r1,e477,t47,r1
robot,r1,e477,t47,r1,e497,t170,r1
robot,r1,e497,t170,r1,e506,t70,r1
robot,r1,e506,t70,r1,e520,t94,r1
robot,r1,e520,t94,r1,e552,t118,r1
robot,r1,e552,t118,r1,e579,t149,r1
robot,r1,e579,t149,r1,e610,t132,r1
robot,r1,e610,t132,r1,e692,t111,r1
robot,r1,e692,t111,r1,e717,t95,r1
robot,r1,e717,t95,r1,e742,t42,r1
robot,r1,e742,t42,r1,e761,t133,r1
robot,r1,e761,t133,r1,e790,t67,r1
robot,r2,e259,t65,r2,e391,t60,r2
robot,r2,e391,t60,r2,e399,t79,r2
robot,r2,e399,t79,r2,e407,t46,r2
robot,r2,e407,t46,r2,e597,t129,r2
robot,r2,e597,t129,r2,e629,t155,r2
robot,r2,e629,t155,r2,e721,t179,r2
robot,r3,e20,t39,r3,e36,t5,r3
robot,r3,e36,t5,r3,e44,t68,r3
robot,r3,e44,t68,r3,e48,t77,r3
robot,r3,e48,t77,r3,e60,t106,r3
robot,r3,e60,t106,r3,e76,t144,r3
robot,r3,e76,t144,r3,e80,t59,r3
robot,r3,e80,t59,r3,e108,t40,r3
robot,r3,e108,t40,r3,e128,t26,r3
robot,r3,e128,t26,r3,e144,t8,r3
robot,r3,e144,t8,r3,e153,t3,r3
robot,r3,e153,t3,r3,e169,t69,r3
robot,r3,e169,t69,r3,e181,t116,r3
robot,r3,e181,t116,r3,e200,t90,r3
robot,r3,e200,t90,r3,e212,t81,r3
robot,r3,e212,t81,r3,e224,t52,r3
robot,r3,e224,t52,r3,e255,t131,r3
robot,r3,e255,t131,r3,e267,t157,r3
robot,r3,e267,t157,r3,e282,t109,r3
robot,r3,e282,t109,r3,e304,t166,r3
robot,r3,e304,t166,r3,e320,t140,r3
robot,r3,e320,t140,r3,e352,t150,r3
robot,r3,e352,t150,r3,e364,t178,r3
robot,r3,e364,t178,r3,e387,t188,r3
robot,r3,e387,t188,r3,e403,t41,r3
robot,r3,e403,t41,r3,e426,t27,r3
robot,r3,e426,t27,r3,e560,t103,r3
robot,r3,e560,t103,r3,e682,t167,r3
robot,r3,e682,t167,r3,e696,t57,r3
robot,r3,e696,t57,r3,e708,t141,r3
robot,r3,e708,t141,r3,e846,t190,r3
robot,r4,e149,t6,r4,e330,t63,r4
robot,r4,e330,t63,r4,e449,t9,r4
robot,r4,e449,t9,r4,e487,t51,r4
robot,r4,e487,t51,r4,e492,t37,r4
robot,r4,e492,t37,r4,e525,t123,r4
robot,r4,e525,t123,r4,e534,t137,r4
robot,r4,e534,t137,r4,e639,t158,r4
robot,r4,e639,t158,r4,e649,t92,r4
robot,r4,e649,t92,r4,e659,t54,r4
robot,r4,e659,t54,r4,e664,t85,r4
robot,r4,e664,t85,r4,e678,t175,r4
robot,r4,e678,t175,r4,e687,t165,r4
robot,r4,e687,t165,r4,e713,t151,r4
robot,r4,e713,t151,r4,e730,t189,r4
robot,r4,e730,t189,r4,e786,t168,r4
robot,r5,e28,t58,r5,e40,t7,r5
robot,r5,e40,t7,r5,e64,t115,r5
robot,r5,e64,t115,r5,e68,t125,r5
robot,r5,e68,t125,r5,e72,t134,r5
robot,r5,e72,t134,r5,e84,t62,r5
robot,r5,e84,t62,r5,e100,t172,r5
robot,r5,e100,t172,r5,e104,t182,r5
robot,r5,e104,t182,r5,e116,t45,r5
robot,r5,e116,t45,r5,e120,t21,r5
robot,r5,e120,t21,r5,e140,t17,r5
robot,r5,e140,t17,r5,e165,t36,r5
robot,r5,e165,t36,r5,e189,t121,r5
robot,r5,e189,t121,r5,e204,t93,r5
robot,r5,e204,t93,r5,e216,t83,r5
robot,r5,e216,t83,r5,e240,t102,r5
robot,r5,e240,t102,r5,e251,t128,r5
robot,r5,e251,t128,r5,e263,t154,r5
robot,r5,e263,t154,r5,e286,t112,r5
robot,r5,e286,t112,r5,e291,t66,r5
robot,r5,e291,t66,r5,e296,t44,r5
robot,r5,e296,t44,r5,e300,t164,r5
robot,r5,e300,t164,r5,e316,t138,r5
robot,r5,e316,t138,r5,e325,t25,r5
robot,r5,e325,t25,r5,e340,t32,r5
robot,r5,e340,t32,r5,e360,t176,r5
robot,r5,e360,t176,r5,e379,t183,r5
robot,r5,e379,t183,r5,e412,t61,r5
robot,r5,e412,t61,r5,e417,t75,r5
robot,r5,e417,t75,r5,e439,t80,r5
robot,r5,e439,t80,r5,e457,t23,r5
robot,r5,e457,t23,r5,e467,t18,r5
robot,r5,e467,t18,r5,e482,t4,r5
robot,r5,e482,t4,r5,e511,t101,r5
robot,r5,e511,t101,r5,e569,t82,r5
robot,r5,e569,t82,r5,e574,t16,r5
robot,r5,e574,t16,r5,e584,t146,r5
robot,r5,e584,t146,r5,e593,t73,r5
robot,r5,e593,t73,r5,e615,t161,r5
robot,r5,e615,t161,r5,e654,t156,r5
robot,r5,e654,t156,r5,e752,t180,r5
robot,r5,e752,t180,r5,e768,t114,r5
robot,r5,e768,t114,r5,e773,t104,r5
robot,r5,e773,t104,r5,e778,t184,r5
robot,r5,e778,t184,r5,e803,t142,r5
robot,r5,e803,t142,r5,e807,t29,r5
robot,r5,e807,t29,r5,e823,t152,r5
robot,r5,e823,t152,r5,e838,t181,r5
robot,r5,e838,t181,r5,e842,t105,r5
robot,r6,e430,t22,r6,e501,t122,r6
robot,r6,e501,t122,r6,e515,t136,r6
robot,r6,e515,t136,r6,e543,t117,r6
robot,r6,e543,t117,r6,e547,t148,r6
robot,r6,e547,t148,r6,e556,t160,r6
robot,r6,e556,t160,r6,e564,t91,r6
robot,r6,e564,t91,r6,e588,t53,r6
robot,r6,e588,t53,r6,e605,t186,r6
robot,r7,e8,t11,r7,e32,t2,r7
robot,r7,e32,t2,r7,e52,t87,r7
robot,r7,e52,t87,r7,e56,t96,r7
robot,r7,e56,t96,r7,e88,t64,r7
robot,r7,e88,t64,r7,e112,t43,r7
robot,r7,e112,t43,r7,e124,t24,r7
robot,r7,e124,t24,r7,e132,t12,r7
robot,r7,e132,t12,r7,e157,t31,r7
robot,r7,e157,t31,r7,e173,t71,r7
robot,r7,e173,t71,r7,e208,t78,r7
robot,r7,e208,t78,r7,e228,t55,r7
robot,r7,e228,t55,r7,e232,t97,r7
robot,r7,e232,t97,r7,e278,t107,r7
robot,r7,e278,t107,r7,e308,t169,r7
robot,r7,e308,t169,r7,e312,t135,r7
robot,r7,e312,t135,r7,e348,t147,r7
robot,r7,e348,t147,r7,e371,t15,r7
robot,r7,e371,t15,r7,e375,t72,r7
robot,r7,e375,t72,r7,e383,t185,r7
robot,r7,e383,t185,r7,e395,t34,r7
robot,r7,e395,t34,r7,e434,t98,r7
robot,r7,e434,t98,r7,e529,t84,r7
robot,r7,e529,t84,r7,e601,t174,r7
robot,r7,e601,t174,r7,e673,t110,r7
robot,r7,e673,t110,r7,e725,t38,r7
robot,r7,e725,t38,r7,e734,t124,r7
robot,r7,e734,t124,r7,e794,t48,r7
robot,r7,e794,t48,r7,e798,t171,r7
robot,r7,e798,t171,r7,e811,t10,r7
robot,r7,e811,t10,r7,e815,t86,r7
robot,r7,e815,t86,r7,e819,t19,r7
robot,r7,e819,t19,r7,e827,t76,r7
robot,r7,e827,t76,r7,e834,t162,r7
robot,r7,e834,t162,r7,e850,t143,r7
robot,r8,e335,t13,r8,e444,t120,r8
robot,r8,e444,t120,r8,e462,t89,r8
robot,r8,e462,t89,r8,e539,t127,r8
robot,r8,e539,t127,r8,e620,t130,r8
robot,r8,e620,t130,r8,e625,t35,r8
robot,r8,e625,t35,r8,e634,t99,r8
robot,r8,e634,t99,r8,e644,t113,r8
robot,r8,e644,t113,r8,e669,t187,r8
robot,r8,e669,t187,r8,e701,t139,r8
robot,r8,e701,t139,r8,e747,t177,r8
robot,r8,e747,t177,r8,e757,t28,r8
