pattern_type,objective_type,objective_id,prev_event_id,next_event_id,from_robot_id,to_robot_id,robot_id,from_objective_id,to_objective_id,event_i,event_j,event_k,returning_robot_id,intermediate_robot_id,reason_capability,objective_1,objective_2,mission_id,overlap_start,overlap_end
handover,mission,m12,e472,e286,r1,r5,,,,,,,,,,,,,,
handover,mission,m12,e60,e278,r3,r7,,,,,,,,,,,,,,
handover,mission,m12,e644,e673,r8,r7,,,,,,,,,,,,,,
handover,mission,m12,e673,e692,r7,r1,,,,,,,,,,,,,,
handover,mission,m12,e692,e768,r1,r5,,,,,,,,,,,,,,
handover,mission,m13,e181,e525,r3,r4,,,,,,,,,,,,,,
handover,mission,m13,e181,e543,r3,r6,,,,,,,,,,,,,,
handover,mission,m13,e185,e444,r1,r8,,,,,,,,,,,,,,
handover,mission,m13,e189,e501,r5,r6,,,,,,,,,,,,,,
handover,mission,m13,e444,e189,r8,r5,,,,,,,,,,,,,,
handover,mission,m13,e501,e181,r6,r3,,,,,,,,,,,,,,
handover,mission,m13,e525,e552,r4,r1,,,,,,,,,,,,,,
handover,mission,m13,e543,e552,r6,r1,,,,,,,,,,,,,,
handover,mission,m13,e552,e734,r1,r7,,,,,,,,,,,,,,
handover,mission,m13,e64,e185,r5,r1,,,,,,,,,,,,,,
handover,mission,m14,e244,e539,r1,r8,,,,,,,,,,,,,,
handover,mission,m14,e251,e255,r5,r3,,,,,,,,,,,,,,
handover,mission,m14,e255,e597,r3,r2,,,,,,,,,,,,,,
handover,mission,m14,e539,e251,r8,r5,,,,,,,,,,,,,,
handover,mission,m14,e597,e620,r2,r8,,,,,,,,,,,,,,
handover,mission,m14,e620,e610,r8,r1,,,,,,,,,,,,,,
handover,mission,m14,e68,e244,r5,r1,,,,,,,,,,,,,,
handover,mission,m15,e312,e515,r7,r6,,,,,,,,,,,,,,
handover,mission,m15,e316,e701,r5,r8,,,,,,,,,,,,,,
handover,mission,m15,e320,e701,r3,r8,,,,,,,,,,,,,,
handover,mission,m15,e515,e534,r6,r4,,,,,,,,,,,,,,
handover,mission,m15,e534,e316,r4,r5,,,,,,,,,,,,,,
handover,mission,m15,e534,e320,r4,r3,,,,,,,,,,,,,,
handover,mission,m15,e701,e708,r8,r3,,,,,,,,,,,,,,
handover,mission,m15,e708,e803,r3,r5,,,,,,,,,,,,,,
handover,mission,m15,e72,e312,r5,r7,,,,,,,,,,,,,,
handover,mission,m15,e803,e850,r5,r7,,,,,,,,,,,,,,
handover,mission,m16,e344,e352,r1,r3,,,,,,,,,,,,,,
handover,mission,m16,e348,e344,r7,r1,,,,,,,,,,,,,,
handover,mission,m16,e348,e547,r7,r6,,,,,,,,,,,,,,
handover,mission,m16,e352,e713,r3,r4,,,,,,,,,,,,,,
handover,mission,m16,e547,e352,r6,r3,,,,,,,,,,,,,,
handover,mission,m16,e579,e584,r1,r5,,,,,,,,,,,,,,
handover,mission,m16,e713,e579,r4,r1,,,,,,,,,,,,,,
handover,mission,m16,e76,e348,r3,r7,,,,,,,,,,,,,,
handover,mission,m17,e263,e267,r5,r3,,,,,,,,,,,,,,
handover,mission,m17,e267,e629,r3,r2,,,,,,,,,,,,,,
handover,mission,m17,e274,e556,r1,r6,,,,,,,,,,,,,,
handover,mission,m17,e556,e263,r6,r5,,,,,,,,,,,,,,
handover,mission,m17,e629,e639,r2,r4,,,,,,,,,,,,,,
handover,mission,m17,e639,e615,r4,r5,,,,,,,,,,,,,,
handover,mission,m17,e654,e834,r5,r7,,,,,,,,,,,,,,
handover,mission,m18,e300,e687,r5,r4,,,,,,,,,,,,,,
handover,mission,m18,e304,e300,r3,r5,,,,,,,,,,,,,,
handover,mission,m18,e308,e497,r7,r1,,,,,,,,,,,,,,
handover,mission,m18,e497,e304,r1,r3,,,,,,,,,,,,,,
handover,mission,m18,e682,e786,r3,r4,,,,,,,,,,,,,,
handover,mission,m18,e687,e682,r4,r3,,,,,,,,,,,,,,
handover,mission,m18,e786,e798,r4,r7,,,,,,,,,,,,,,
handover,mission,m18,e96,e308,r1,r7,,,,,,,,,,,,,,
handover,mission,m19,e100,e356,r5,r1,,,,,,,,,,,,,,
handover,mission,m19,e356,e601,r1,r7,,,,,,,,,,,,,,
handover,mission,m19,e360,e747,r5,r8,,,,,,,,,,,,,,
handover,mission,m19,e364,e360,r3,r5,,,,,,,,,,,,,,
handover,mission,m19,e364,e721,r3,r2,,,,,,,,,,,,,,
handover,mission,m19,e601,e678,r7,r4,,,,,,,,,,,,,,
handover,mission,m19,e678,e364,r4,r3,,,,,,,,,,,,,,
handover,mission,m19,e721,e747,r2,r8,,,,,,,,,,,,,,
handover,mission,m19,e747,e752,r8,r5,,,,,,,,,,,,,,
handover,mission,m2,e132,e136,r7,r1,,,,,,,,,,,,,,
handover,mission,m2,e136,e335,r1,r8,,,,,,,,,,,,,,
handover,mission,m2,e140,e371,r5,r7,,,,,,,,,,,,,,
handover,mission,m2,e335,e140,r8,r5,,,,,,,,,,,,,,
handover,mission,m2,e371,e467,r7,r5,,,,,,,,,,,,,,
handover,mission,m2,e574,e819,r5,r7,,,,,,,,,,,,,,
handover,mission,m20,e104,e383,r5,r7,,,,,,,,,,,,,,
handover,mission,m20,e383,e605,r7,r6,,,,,,,,,,,,,,
handover,mission,m20,e387,e730,r3,r4,,,,,,,,,,,,,,
handover,mission,m20,e605,e669,r6,r8,,,,,,,,,,,,,,
handover,mission,m20,e669,e387,r8,r3,,,,,,,,,,,,,,
handover,mission,m20,e730,e379,r4,r5,,,,,,,,,,,,,,
handover,mission,m20,e778,e846,r5,r3,,,,,,,,,,,,,,
handover,mission,m3,e12,e124,r1,r7,,,,,,,,,,,,,,
handover,mission,m3,e120,e430,r5,r6,,,,,,,,,,,,,,
handover,mission,m3,e124,e128,r7,r3,,,,,,,,,,,,,,
handover,mission,m3,e128,e120,r3,r5,,,,,,,,,,,,,,
handover,mission,m3,e325,e426,r5,r3,,,,,,,,,,,,,,
handover,mission,m3,e426,e757,r3,r8,,,,,,,,,,,,,,
handover,mission,m3,e430,e325,r6,r5,,,,,,,,,,,,,,
handover,mission,m3,e757,e457,r8,r5,,,,,,,,,,,,,,
handover,mission,m4,e157,e161,r7,r1,,,,,,,,,,,,,,
handover,mission,m4,e16,e157,r1,r7,,,,,,,,,,,,,,
handover,mission,m4,e161,e165,r1,r5,,,,,,,,,,,,,,
handover,mission,m4,e165,e492,r5,r4,,,,,,,,,,,,,,
handover,mission,m4,e340,e725,r5,r7,,,,,,,,,,,,,,
handover,mission,m4,e395,e625,r7,r8,,,,,,,,,,,,,,
handover,mission,m4,e492,e395,r4,r7,,,,,,,,,,,,,,
handover,mission,m4,e625,e340,r8,r5,,,,,,,,,,,,,,
handover,mission,m5,e108,e116,r3,r5,,,,,,,,,,,,,,
handover,mission,m5,e112,e108,r7,r3,,,,,,,,,,,,,,
handover,mission,m5,e116,e407,r5,r2,,,,,,,,,,,,,,
handover,mission,m5,e20,e112,r3,r7,,,,,,,,,,,,,,
handover,mission,m5,e296,e403,r5,r3,,,,,,,,,,,,,,
handover,mission,m5,e403,e742,r3,r1,,,,,,,,,,,,,,
handover,mission,m5,e407,e477,r2,r1,,,,,,,,,,,,,,
handover,mission,m5,e477,e296,r1,r5,,,,,,,,,,,,,,
handover,mission,m5,e742,e794,r1,r7,,,,,,,,,,,,,,
handover,mission,m6,e220,e487,r1,r4,,,,,,,,,,,,,,
handover,mission,m6,e224,e422,r3,r1,,,,,,,,,,,,,,
handover,mission,m6,e228,e220,r7,r1,,,,,,,,,,,,,,
handover,mission,m6,e24,e228,r1,r7,,,,,,,,,,,,,,
handover,mission,m6,e422,e588,r1,r6,,,,,,,,,,,,,,
handover,mission,m6,e487,e224,r4,r3,,,,,,,,,,,,,,
handover,mission,m6,e588,e659,r6,r4,,,,,,,,,,,,,,
handover,mission,m6,e659,e696,r4,r3,,,,,,,,,,,,,,
handover,mission,m7,e259,e84,r2,r5,,,,,,,,,,,,,,
handover,mission,m7,e28,e88,r5,r7,,,,,,,,,,,,,,
handover,mission,m7,e330,e80,r4,r3,,,,,,,,,,,,,,
handover,mission,m7,e391,e291,r2,r5,,,,,,,,,,,,,,
handover,mission,m7,e412,e790,r5,r1,,,,,,,,,,,,,,
handover,mission,m7,e80,e391,r3,r2,,,,,,,,,,,,,,
handover,mission,m7,e84,e330,r5,r4,,,,,,,,,,,,,,
handover,mission,m7,e88,e259,r7,r2,,,,,,,,,,,,,,
handover,mission,m8,e169,e375,r3,r7,,,,,,,,,,,,,,
handover,mission,m8,e173,e177,r7,r1,,,,,,,,,,,,,,
handover,mission,m8,e177,e169,r1,r3,,,,,,,,,,,,,,
handover,mission,m8,e375,e506,r7,r1,,,,,,,,,,,,,,
handover,mission,m8,e44,e173,r3,r7,,,,,,,,,,,,,,
handover,mission,m8,e506,e417,r1,r5,,,,,,,,,,,,,,
handover,mission,m8,e593,e827,r5,r7,,,,,,,,,,,,,,
handover,mission,m9,e208,e399,r7,r2,,,,,,,,,,,,,,
handover,mission,m9,e212,e529,r3,r7,,,,,,,,,,,,,,
handover,mission,m9,e216,e212,r5,r3,,,,,,,,,,,,,,
handover,mission,m9,e399,e216,r2,r5,,,,,,,,,,,,,,
handover,mission,m9,e48,e208,r3,r7,,,,,,,,,,,,,,
handover,mission,m9,e529,e664,r7,r4,,,,,,,,,,,,,,
handover,mission,m9,e569,e815,r5,r7,,,,,,,,,,,,,,
handover,mission,m9,e664,e439,r4,r5,,,,,,,,,,,,,,
handover,segment,m10_s1,e193,e462,r1,r8,,,,,,,,,,,,,,
handover,segment,m10_s2,e200,e564,r3,r6,,,,,,,,,,,,,,
handover,segment,m10_s2,e564,e649,r6,r4,,,,,,,,,,,,,,
handover,segment,m10_s3,e204,e520,r5,r1,,,,,,,,,,,,,,
handover,segment,m11_s1,e434,e634,r7,r8,,,,,,,,,,,,,,
handover,segment,m11_s2,e236,e511,r1,r5,,,,,,,,,,,,,,
handover,segment,m11_s3,e240,e560,r5,r3,,,,,,,,,,,,,,
handover,segment,m11_s3,e560,e773,r3,r5,,,,,,,,,,,,,,
handover,segment,m12_s1,e278,e472,r7,r1,,,,,,,,,,,,,,
handover,segment,m12_s2,e282,e673,r3,r7,,,,,,,,,,,,,,
handover,segment,m12_s2,e673,e692,r7,r1,,,,,,,,,,,,,,
handover,segment,m12_s3,e286,e644,r5,r8,,,,,,,,,,,,,,
handover,segment,m13_s1,e181,e543,r3,r6,,,,,,,,,,,,,,
handover,segment,m13_s1,e543,e552,r6,r1,,,,,,,,,,,,,,
handover,segment,m13_s2,e185,e444,r1,r8,,,,,,,,,,,,,,
handover,segment,m13_s3,e189,e501,r5,r6,,,,,,,,,,,,,,
handover,segment,m13_s3,e501,e525,r6,r4,,,,,,,,,,,,,,
handover,segment,m14_s1,e244,e539,r1,r8,,,,,,,,,,,,,,
handover,segment,m14_s2,e251,e597,r5,r2,,,,,,,,,,,,,,
handover,segment,m14_s2,e597,e620,r2,r8,,,,,,,,,,,,,,
handover,segment,m14_s3,e255,e610,r3,r1,,,,,,,,,,,,,,
handover,segment,m15_s1,e312,e515,r7,r6,,,,,,,,,,,,,,
handover,segment,m15_s1,e515,e534,r6,r4,,,,,,,,,,,,,,
handover,segment,m15_s2,e316,e701,r5,r8,,,,,,,,,,,,,,
handover,segment,m15_s3,e708,e803,r3,r5,,,,,,,,,,,,,,
handover,segment,m16_s1,e344,e584,r1,r5,,,,,,,,,,,,,,
handover,segment,m16_s2,e348,e547,r7,r6,,,,,,,,,,,,,,
handover,segment,m16_s2,e547,e579,r6,r1,,,,,,,,,,,,,,
handover,segment,m16_s3,e352,e713,r3,r4,,,,,,,,,,,,,,
handover,segment,m17_s1,e263,e629,r5,r2,,,,,,,,,,,,,,
handover,segment,m17_s1,e629,e654,r2,r5,,,,,,,,,,,,,,
handover,segment,m17_s2,e267,e639,r3,r4,,,,,,,,,,,,,,
handover,segment,m17_s3,e274,e556,r1,r6,,,,,,,,,,,,,,
handover,segment,m17_s3,e556,e615,r6,r5,,,,,,,,,,,,,,
handover,segment,m18_s1,e300,e687,r5,r4,,,,,,,,,,,,,,
handover,segment,m18_s2,e682,e786,r3,r4,,,,,,,,,,,,,,
handover,segment,m18_s3,e308,e497,r7,r1,,,,,,,,,,,,,,
handover,segment,m19_s1,e356,e601,r1,r7,,,,,,,,,,,,,,
handover,segment,m19_s1,e601,e678,r7,r4,,,,,,,,,,,,,,
handover,segment,m19_s2,e360,e747,r5,r8,,,,,,,,,,,,,,
handover,segment,m19_s3,e364,e721,r3,r2,,,,,,,,,,,,,,
handover,segment,m19_s3,e721,e752,r2,r5,,,,,,,,,,,,,,
handover,segment,m1_s1,e153,e482,r3,r5,,,,,,,,,,,,,,
handover,segment,m1_s1,e32,e153,r7,r3,,,,,,,,,,,,,,
handover,segment,m1_s2,e36,e149,r3,r4,,,,,,,,,,,,,,
handover,segment,m1_s3,e144,e449,r3,r4,,,,,,,,,,,,,,
handover,segment,m1_s3,e40,e144,r5,r3,,,,,,,,,,,,,,
handover,segment,m20_s2,e383,e605,r7,r6,,,,,,,,,,,,,,
handover,segment,m20_s2,e605,e669,r6,r8,,,,,,,,,,,,,,
handover,segment,m20_s3,e387,e730,r3,r4,,,,,,,,,,,,,,
handover,segment,m2_s1,e132,e335,r7,r8,,,,,,,,,,,,,,
handover,segment,m2_s2,e136,e371,r1,r7,,,,,,,,,,,,,,
handover,segment,m2_s2,e371,e574,r7,r5,,,,,,,,,,,,,,
handover,segment,m3_s1,e120,e430,r5,r6,,,,,,,,,,,,,,
handover,segment,m3_s1,e430,e457,r6,r5,,,,,,,,,,,,,,
handover,segment,m3_s2,e124,e325,r7,r5,,,,,,,,,,,,,,
handover,segment,m3_s3,e426,e757,r3,r8,,,,,,,,,,,,,,
handover,segment,m4_s1,e157,e340,r7,r5,,,,,,,,,,,,,,
handover,segment,m4_s2,e161,e395,r1,r7,,,,,,,,,,,,,,
handover,segment,m4_s2,e395,e625,r7,r8,,,,,,,,,,,,,,
handover,segment,m4_s3,e165,e492,r5,r4,,,,,,,,,,,,,,
handover,segment,m5_s1,e403,e742,r3,r1,,,,,,,,,,,,,,
handover,segment,m5_s2,e112,e296,r7,r5,,,,,,,,,,,,,,
handover,segment,m5_s3,e116,e407,r5,r2,,,,,,,,,,,,,,
handover,segment,m5_s3,e407,e477,r2,r1,,,,,,,,,,,,,,
handover,segment,m6_s1,e220,e487,r1,r4,,,,,,,,,,,,,,
handover,segment,m6_s2,e224,e588,r3,r6,,,,,,,,,,,,,,
handover,segment,m6_s2,e588,e659,r6,r4,,,,,,,,,,,,,,
handover,segment,m6_s3,e228,e422,r7,r1,,,,,,,,,,,,,,
handover,segment,m7_s1,e391,e412,r2,r5,,,,,,,,,,,,,,
handover,segment,m7_s1,e80,e391,r3,r2,,,,,,,,,,,,,,
handover,segment,m7_s2,e84,e330,r5,r4,,,,,,,,,,,,,,
handover,segment,m7_s3,e259,e291,r2,r5,,,,,,,,,,,,,,
handover,segment,m7_s3,e88,e259,r7,r2,,,,,,,,,,,,,,
handover,segment,m8_s1,e169,e506,r3,r1,,,,,,,,,,,,,,
handover,segment,m8_s2,e375,e593,r7,r5,,,,,,,,,,,,,,
handover,segment,m8_s3,e177,e417,r1,r5,,,,,,,,,,,,,,
handover,segment,m9_s1,e208,e399,r7,r2,,,,,,,,,,,,,,
handover,segment,m9_s1,e399,e439,r2,r5,,,,,,,,,,,,,,
handover,segment,m9_s2,e212,e569,r3,r5,,,,,,,,,,,,,,
handover,segment,m9_s3,e216,e529,r5,r7,,,,,,,,,,,,,,
handover,segment,m9_s3,e529,e664,r7,r4,,,,,,,,,,,,,,
objective_switch,mission,,e12,e16,,,r1,m3,m4,,,,,,,,,,,
objective_switch,mission,,e136,e161,,,r1,m2,m4,,,,,,,,,,,
objective_switch,mission,,e16,e24,,,r1,m4,m6,,,,,,,,,,,
objective_switch,mission,,e161,e177,,,r1,m4,m8,,,,,,,,,,,
objective_switch,mission,,e177,e185,,,r1,m8,m13,,,,,,,,,,,
objective_switch,mission,,e185,e193,,,r1,m13,m10,,,,,,,,,,,
objective_switch,mission,,e193,e220,,,r1,m10,m6,,,,,,,,,,,
objective_switch,mission,,e220,e236,,,r1,m6,m11,,,,,,,,,,,
objective_switch,mission,,e236,e244,,,r1,m11,m14,,,,,,,,,,,
objective_switch,mission,,e24,e92,,,r1,m6,m17,,,,,,,,,,,
objective_switch,mission,,e244,e274,,,r1,m14,m17,,,,,,,,,,,
objective_switch,mission,,e274,e344,,,r1,m17,m16,,,,,,,,,,,
objective_switch,mission,,e344,e356,,,r1,m16,m19,,,,,,,,,,,
objective_switch,mission,,e356,e422,,,r1,m19,m6,,,,,,,,,,,
objective_switch,mission,,e4,e12,,,r1,m1,m3,,,,,,,,,,,
objective_switch,mission,,e422,e472,,,r1,m6,m12,,,,,,,,,,,
objective_switch,mission,,e472,e477,,,r1,m12,m5,,,,,,,,,,,
objective_switch,mission,,e477,e497,,,r1,m5,m18,,,,,,,,,,,
objective_switch,mission,,e497,e506,,,r1,m18,m8,,,,,,,,,,,
objective_switch,mission,,e506,e520,,,r1,m8,m10,,,,,,,,,,,
objective_switch,mission,,e520,e552,,,r1,m10,m13,,,,,,,,,,,
objective_switch,mission,,e552,e579,,,r1,m13,m16,,,,,,,,,,,
objective_switch,mission,,e579,e610,,,r1,m16,m14,,,,,,,,,,,
objective_switch,mission,,e610,e692,,,r1,m14,m12,,,,,,,,,,,
objective_switch,mission,,e692,e717,,,r1,m12,m10,,,,,,,,,,,
objective_switch,mission,,e717,e742,,,r1,m10,m5,,,,,,,,,,,
objective_switch,mission,,e742,e761,,,r1,m5,m14,,,,,,,,,,,
objective_switch,mission,,e761,e790,,,r1,m14,m7,,,,,,,,,,,
objective_switch,mission,,e92,e96,,,r1,m17,m18,,,,,,,,,,,
objective_switch,mission,,e96,e136,,,r1,m18,m2,,,,,,,,,,,
objective_switch,mission,,e391,e399,,,r2,m7,m9,,,,,,,,,,,
objective_switch,mission,,e399,e407,,,r2,m9,m5,,,,,,,,,,,
objective_switch,mission,,e407,e597,,,r2,m5,m14,,,,,,,,,,,
objective_switch,mission,,e597,e629,,,r2,m14,m17,,,,,,,,,,,
objective_switch,mission,,e629,e721,,,r2,m17,m19,,,,,,,,,,,
objective_switch,mission,,e108,e128,,,r3,m5,m3,,,,,,,,,,,
objective_switch,mission,,e128,e144,,,r3,m3,m1,,,,,,,,,,,
objective_switch,mission,,e153,e169,,,r3,m1,m8,,,,,,,,,,,
objective_switch,mission,,e169,e181,,,r3,m8,m13,,,,,,,,,,,
objective_switch,mission,,e181,e200,,,r3,m13,m10,,,,,,,,,,,
objective_switch,mission,,e20,e36,,,r3,m5,m1,,,,,,,,,,,
objective_switch,mission,,e200,e212,,,r3,m10,m9,,,,,,,,,,,
objective_switch,mission,,e212,e224,,,r3,m9,m6,,,,,,,,,,,
objective_switch,mission,,e224,e255,,,r3,m6,m14,,,,,,,,,,,
objective_switch,mission,,e255,e267,,,r3,m14,m17,,,,,,,,,,,
objective_switch,mission,,e267,e282,,,r3,m17,m12,,,,,,,,,,,
objective_switch,mission,,e282,e304,,,r3,m12,m18,,,,,,,,,,,
objective_switch,mission,,e304,e320,,,r3,m18,m15,,,,,,,,,,,
objective_switch,mission,,e320,e352,,,r3,m15,m16,,,,,,,,,,,
objective_switch,mission,,e352,e364,,,r3,m16,m19,,,,,,,,,,,
objective_switch,mission,,e36,e44,,,r3,m1,m8,,,,,,,,,,,
objective_switch,mission,,e364,e387,,,r3,m19,m20,,,,,,,,,,,
objective_switch,mission,,e387,e403,,,r3,m20,m5,,,,,,,,,,,
objective_switch,mission,,e403,e426,,,r3,m5,m3,,,,,,,,,,,
objective_switch,mission,,e426,e560,,,r3,m3,m11,,,,,,,,,,,
objective_switch,mission,,e44,e48,,,r3,m8,m9,,,,,,,,,,,
objective_switch,mission,,e48,e60,,,r3,m9,m12,,,,,,,,,,,
objective_switch,mission,,e560,e682,,,r3,m11,m18,,,,,,,,,,,
objective_switch,mission,,e60,e76,,,r3,m12,m16,,,,,,,,,,,
objective_switch,mission,,e682,e696,,,r3,m18,m6,,,,,,,,,,,
objective_switch,mission,,e696,e708,,,r3,m6,m15,,,,,,,,,,,
objective_switch,mission,,e708,e846,,,r3,m15,m20,,,,,,,,,,,
objective_switch,mission,,e76,e80,,,r3,m16,m7,,,,,,,,,,,
objective_switch,mission,,e80,e108,,,r3,m7,m5,,,,,,,,,,,
objective_switch,mission,,e149,e330,,,r4,m1,m7,,,,,,,,,,,
objective_switch,mission,,e330,e449,,,r4,m7,m1,,,,,,,,,,,
objective_switch,mission,,e449,e487,,,r4,m1,m6,,,,,,,,,,,
objective_switch,mission,,e487,e492,,,r4,m6,m4,,,,,,,,,,,
objective_switch,mission,,e492,e525,,,r4,m4,m13,,,,,,,,,,,
objective_switch,mission,,e525,e534,,,r4,m13,m15,,,,,,,,,,,
objective_switch,mission,,e534,e639,,,r4,m15,m17,,,,,,,,,,,
objective_switch,mission,,e639,e649,,,r4,m17,m10,,,,,,,,,,,
objective_switch,mission,,e649,e659,,,r4,m10,m6,,,,,,,,,,,
objective_switch,mission,,e659,e664,,,r4,m6,m9,,,,,,,,,,,
objective_switch,mission,,e664,e678,,,r4,m9,m19,,,,,,,,,,,
objective_switch,mission,,e678,e687,,,r4,m19,m18,,,,,,,,,,,
objective_switch,mission,,e687,e713,,,r4,m18,m16,,,,,,,,,,,
objective_switch,mission,,e713,e730,,,r4,m16,m20,,,,,,,,,,,
objective_switch,mission,,e730,e786,,,r4,m20,m18,,,,,,,,,,,
objective_switch,mission,,e100,e104,,,r5,m19,m20,,,,,,,,,,,
objective_switch,mission,,e104,e116,,,r5,m20,m5,,,,,,,,,,,
objective_switch,mission,,e116,e120,,,r5,m5,m3,,,,,,,,,,,
objective_switch,mission,,e120,e140,,,r5,m3,m2,,,,,,,,,,,
objective_switch,mission,,e140,e165,,,r5,m2,m4,,,,,,,,,,,
objective_switch,mission,,e165,e189,,,r5,m4,m13,,,,,,,,,,,
objective_switch,mission,,e189,e204,,,r5,m13,m10,,,,,,,,,,,
objective_switch,mission,,e204,e216,,,r5,m10,m9,,,,,,,,,,,
objective_switch,mission,,e216,e240,,,r5,m9,m11,,,,,,,,,,,
objective_switch,mission,,e240,e251,,,r5,m11,m14,,,,,,,,,,,
objective_switch,mission,,e251,e263,,,r5,m14,m17,,,,,,,,,,,
objective_switch,mission,,e263,e286,,,r5,m17,m12,,,,,,,,,,,
objective_switch,mission,,e28,e40,,,r5,m7,m1,,,,,,,,,,,
objective_switch,mission,,e286,e291,,,r5,m12,m7,,,,,,,,,,,
objective_switch,mission,,e291,e296,,,r5,m7,m5,,,,,,,,,,,
objective_switch,mission,,e296,e300,,,r5,m5,m18,,,,,,,,,,,
objective_switch,mission,,e300,e316,,,r5,m18,m15,,,,,,,,,,,
objective_switch,mission,,e316,e325,,,r5,m15,m3,,,,,,,,,,,
objective_switch,mission,,e325,e340,,,r5,m3,m4,,,,,,,,,,,
objective_switch,mission,,e340,e360,,,r5,m4,m19,,,,,,,,,,,
objective_switch,mission,,e360,e379,,,r5,m19,m20,,,,,,,,,,,
objective_switch,mission,,e379,e412,,,r5,m20,m7,,,,,,,,,,,
objective_switch,mission,,e40,e64,,,r5,m1,m13,,,,,,,,,,,
objective_switch,mission,,e412,e417,,,r5,m7,m8,,,,,,,,,,,
objective_switch,mission,,e417,e439,,,r5,m8,m9,,,,,,,,,,,
objective_switch,mission,,e439,e457,,,r5,m9,m3,,,,,,,,,,,
objective_switch,mission,,e457,e467,,,r5,m3,m2,,,,,,,,,,,
objective_switch,mission,,e467,e482,,,r5,m2,m1,,,,,,,,,,,
objective_switch,mission,,e482,e511,,,r5,m1,m11,,,,,,,,,,,
objective_switch,mission,,e511,e569,,,r5,m11,m9,,,,,,,,,,,
objective_switch,mission,,e569,e574,,,r5,m9,m2,,,,,,,,,,,
objective_switch,mission,,e574,e584,,,r5,m2,m16,,,,,,,,,,,
objective_switch,mission,,e584,e593,,,r5,m16,m8,,,,,,,,,,,
objective_switch,mission,,e593,e615,,,r5,m8,m17,,,,,,,,,,,
objective_switch,mission,,e64,e68,,,r5,m13,m14,,,,,,,,,,,
objective_switch,mission,,e654,e752,,,r5,m17,m19,,,,,,,,,,,
objective_switch,mission,,e68,e72,,,r5,m14,m15,,,,,,,,,,,
objective_switch,mission,,e72,e84,,,r5,m15,m7,,,,,,,,,,,
objective_switch,mission,,e752,e768,,,r5,m19,m12,,,,,,,,,,,
objective_switch,mission,,e768,e773,,,r5,m12,m11,,,,,,,,,,,
objective_switch,mission,,e773,e778,,,r5,m11,m20,,,,,,,,,,,
objective_switch,mission,,e778,e803,,,r5,m20,m15,,,,,,,,,,,
objective_switch,mission,,e803,e807,,,r5,m15,m3,,,,,,,,,,,
objective_switch,mission,,e807,e823,,,r5,m3,m16,,,,,,,,,,,
objective_switch,mission,,e823,e838,,,r5,m16,m19,,,,,,,,,,,
