event_id,task_name,start_time,end_time,mission_id,segment_id,robot_id,case_study,algorithm,required_capability,duration_min,travel_time_min,wait_from_deps_min,zone,x,y,order,item,room,floor,field,plot,destination,priority
e_order_management_static_assignment_00043,move_to_dispatch,2026-01-07T09:25,2026-01-07T09:34,order_002,order_002_item_01,wr_picker_1,order_management,static_assignment,transport,9,0,52,dock_B,12.00,9.00,order_002,keyboard,,,,,dock_B,normal
e_order_management_static_assignment_00044,pack_item,2026-01-07T09:26,2026-01-07T09:32,order_002,order_002_item_04,wr_packer_1,order_management,static_assignment,packing,6,0,0,packing_station,10.00,8.00,order_002,cable,,,,,dock_B,normal
e_order_management_static_assignment_00045,move_to_dispatch,2026-01-07T09:29,2026-01-07T09:37,order_001,order_001_item_03,wr_amr_1,order_management,static_assignment,transport,8,0,3,dock_A,12.00,9.00,order_001,mug,,,,,dock_A,high
e_order_management_static_assignment_00046,scan_item,2026-01-07T09:30,2026-01-07T09:34,order_003,order_003_item_03,wr_scanner_1,order_management,static_assignment,scanner,4,4,19,scan_station,9.08,8.11,order_003,stylus,,,,,dock_A,high
e_order_management_static_assignment_00047,pack_item,2026-01-07T09:34,2026-01-07T09:40,order_003,order_003_item_03,wr_packer_1,order_management,static_assignment,packing,6,0,0,packing_station,10.00,8.00,order_003,stylus,,,,,dock_A,high
e_order_management_static_assignment_00048,move_to_dispatch,2026-01-07T09:34,2026-01-07T09:42,order_002,order_002_item_04,wr_picker_1,order_management,static_assignment,transport,8,0,2,dock_B,12.00,9.00,order_002,cable,,,,,dock_B,normal
e_order_management_static_assignment_00049,seal_order,2026-01-07T09:42,2026-01-07T09:47,order_001,,wr_packer_1,order_management,static_assignment,packing,5,2,5,packing_station,11.00,8.00,order_001,,,,,,dock_A,high
e_order_management_static_assignment_00050,move_to_dispatch,2026-01-07T09:42,2026-01-07T09:49,order_003,order_003_item_03,wr_picker_1,order_management,static_assignment,transport,7,0,2,dock_A,12.00,9.00,order_003,stylus,,,,,dock_A,high
e_order_management_static_assignment_00051,seal_order,2026-01-07T09:47,2026-01-07T09:53,order_002,,wr_packer_1,order_management,static_assignment,packing,6,0,5,packing_station,11.00,8.00,order_002,,,,,,dock_B,normal
e_order_management_static_assignment_00052,move_to_dispatch,2026-01-07T09:49,2026-01-07T09:56,order_003,order_003_item_01,wr_picker_1,order_management,static_assignment,transport,7,0,59,dock_A,12.00,9.00,order_003,tablet,,,,,dock_A,high
e_order_management_static_assignment_00053,seal_order,2026-01-07T09:56,2026-01-07T10:02,order_003,,wr_packer_1,order_management,static_assignment,packing,6,0,0,packing_station,11.00,8.00,order_003,,,,,,dock_A,high
