event_id,event_type,activity,start_time,end_time,robot_id,mission_id,segment_id
e42,Control,move_to,2026-08-28T09:46:06.768429,2026-08-28T09:46:15.258173,robot1,m3,s3
e43,Control,localize,2026-08-28T09:46:15.260263,2026-08-28T09:46:20.265913,robot1,m3,s3
e44,Task,pick,2026-08-28T09:46:20.267024,2026-08-28T09:46:25.269913,robot1,m3,s3
e45,Task,move_to,2026-08-28T09:46:25.271206,2026-08-28T09:46:33.761067,robot1,m3,s3
e46,Control,localize,2026-08-28T09:46:33.764763,2026-08-28T09:46:38.768883,robot1,m3,s3
e47,Task,place,2026-08-28T09:46:38.769990,2026-08-28T09:46:43.774856,robot1,m3,s3
e48,Control,move_to,2026-08-28T09:46:44.773029,2026-08-28T09:46:53.262360,robot1,m4,s3
e49,Control,localize,2026-08-28T09:46:53.263498,2026-08-28T09:46:58.267042,robot1,m4,s3
e50,Task,pick,2026-08-28T09:46:58.267650,2026-08-28T09:47:03.273729,robot1,m4,s3
e51,Task,move_to,2026-08-28T09:47:03.278243,2026-08-28T09:47:11.764317,robot1,m4,s3
e52,Control,localize,2026-08-28T09:47:11.767271,2026-08-28T09:47:16.772752,robot1,m4,s3
e53,Task,place,2026-08-28T09:47:16.773989,2026-08-28T09:47:21.780039,robot1,m4,s3
e54,Control,move_to,2026-08-28T09:47:22.768060,2026-08-28T09:47:37.383870,robot1,m8,s4
e55,Control,localize,2026-08-28T09:47:37.411709,2026-08-28T09:47:42.418604,robot1,m8,s4
e56,Task,pick,2026-08-28T09:47:42.419276,2026-08-28T09:47:49.424796,robot1,m8,s4
e57,Task,move_to,2026-08-28T09:47:49.429566,2026-08-28T09:48:00.750824,robot1,m8,s4
e58,Control,localize,2026-08-28T09:48:00.756593,2026-08-28T09:48:05.763184,robot1,m8,s4
e59,Task,place,2026-08-28T09:48:05.763964,2026-08-28T09:48:12.764328,robot1,m8,s4
e60,Control,localize,2026-08-28T09:48:13.776580,2026-08-28T09:48:18.783155,robot1,m8,s2
e61,Task,pick,2026-08-28T09:48:18.783837,2026-08-28T09:48:21.789744,robot1,m8,s2
e62,Task,move_to,2026-08-28T09:48:21.794284,2026-08-28T09:48:30.287619,robot1,m8,s2
e63,Control,localize,2026-08-28T09:48:30.292203,2026-08-28T09:48:35.299418,robot1,m8,s2
e64,Task,place,2026-08-28T09:48:35.301538,2026-08-28T09:48:38.305279,robot1,m8,s2
e65,Control,move_to,2026-08-28T09:48:38.775270,2026-08-28T09:48:47.267322,robot1,m6,s1
e66,Control,localize,2026-08-28T09:48:47.269790,2026-08-28T09:48:52.277296,robot1,m6,s1
e67,Task,pick,2026-08-28T09:48:52.279818,2026-08-28T09:49:02.287478,robot1,m6,s1
e68,Task,move_to,2026-08-28T09:49:02.291614,2026-08-28T09:49:10.781757,robot1,m6,s1
e69,Control,localize,2026-08-28T09:49:10.784404,2026-08-28T09:49:15.789479,robot1,m6,s1
e70,Task,place,2026-08-28T09:49:15.791289,2026-08-28T09:49:25.800631,robot1,m6,s1
e71,Control,move_to,2026-08-28T09:49:26.769193,2026-08-28T09:49:35.260905,robot1,m7,s5
e72,Control,localize,2026-08-28T09:49:35.262269,2026-08-28T09:49:40.266678,robot1,m7,s5
e73,Task,pick,2026-08-28T09:49:40.268726,2026-08-28T09:49:45.273155,robot1,m7,s5
e74,Task,move_to,2026-08-28T09:49:45.274909,2026-08-28T09:49:53.763991,robot1,m7,s5
e75,Control,localize,2026-08-28T09:49:53.765561,2026-08-28T09:49:58.770411,robot1,m7,s5
e76,Task,place,2026-08-28T09:49:58.771303,2026-08-28T09:50:03.778356,robot1,m7,s5
e77,Control,move_to,2026-08-28T09:50:09.774874,2026-08-28T09:50:18.350239,robot1,m2,s1
e78,Control,localize,2026-08-28T09:50:18.351859,2026-08-28T09:50:23.682711,robot1,m2,s1
e79,Task,pick,2026-08-28T09:50:23.685338,2026-08-28T09:50:28.693533,robot1,m2,s1
e80,Task,move_to,2026-08-28T09:50:28.697627,2026-08-28T09:50:37.187031,robot1,m2,s1
e81,Control,localize,2026-08-28T09:50:37.189301,2026-08-28T09:50:42.192420,robot1,m2,s1
e82,Task,place,2026-08-28T09:50:42.193445,2026-08-28T09:50:47.197113,robot1,m2,s1
e83,Control,undock,2026-08-28T09:42:22.779428,2026-08-28T09:42:26.783856,robot2,m5,s1
e84,Control,move_to,2026-08-28T09:42:26.784979,2026-08-28T09:42:33.113643,robot2,m5,s1
e85,Control,localize,2026-08-28T09:42:33.114802,2026-08-28T09:42:38.119475,robot2,m5,s1
e86,Task,pick,2026-08-28T09:42:38.121083,2026-08-28T09:42:42.135048,robot2,m5,s1
e87,Task,move_to,2026-08-28T09:42:42.137452,2026-08-28T09:42:53.456772,robot2,m5,s1
e88,Control,localize,2026-08-28T09:42:53.459803,2026-08-28T09:42:58.464781,robot2,m5,s1
e89,Task,place,2026-08-28T09:42:58.465891,2026-08-28T09:43:02.471449,robot2,m5,s1
e90,Control,move_to,2026-08-28T09:43:02.795935,2026-08-28T09:43:08.455793,robot2,m3,s2
e91,Control,localize,2026-08-28T09:43:08.457051,2026-08-28T09:43:13.463648,robot2,m3,s2
e92,Task,pick,2026-08-28T09:43:13.465244,2026-08-28T09:43:16.472130,robot2,m3,s2
e93,Task,move_to,2026-08-28T09:43:16.476601,2026-08-28T09:43:22.138625,robot2,m3,s2
e94,Control,localize,2026-08-28T09:43:22.140085,2026-08-28T09:43:27.143710,robot2,m3,s2
e95,Task,place,2026-08-28T09:43:27.144694,2026-08-28T09:43:30.149024,robot2,m3,s2
e96,Control,move_to,2026-08-28T09:43:30.811839,2026-08-28T09:43:36.819169,robot2,m1,s1
e97,Control,localize,2026-08-28T09:43:36.821022,2026-08-28T09:43:41.825741,robot2,m1,s1
e98,Task,pick,2026-08-28T09:43:41.826915,2026-08-28T09:43:49.834808,robot2,m1,s1
e99,Task,move_to,2026-08-28T09:43:49.839165,2026-08-28T09:43:49.843641,robot2,m1,s1
e100,Control,localize,2026-08-28T09:43:49.846566,2026-08-28T09:43:54.854024,robot2,m1,s1
e101,Task,place,2026-08-28T09:43:54.856503,2026-08-28T09:44:02.864948,robot2,m1,s1
e102,Control,localize,2026-08-28T09:44:03.771444,2026-08-28T09:44:08.777112,robot2,m7,s3
e103,Task,pick,2026-08-28T09:44:08.777722,2026-08-28T09:44:11.783846,robot2,m7,s3
e104,Task,move_to,2026-08-28T09:44:11.791447,2026-08-28T09:44:20.285597,robot2,m7,s3
e105,Control,localize,2026-08-28T09:44:20.289667,2026-08-28T09:44:25.295749,robot2,m7,s3
e106,Task,place,2026-08-28T09:44:25.297853,2026-08-28T09:44:28.303808,robot2,m7,s3
e107,Control,move_to,2026-08-28T09:44:28.769561,2026-08-28T09:44:37.260440,robot2,m7,s4
e108,Control,localize,2026-08-28T09:44:37.263138,2026-08-28T09:44:42.270383,robot2,m7,s4
e109,Task,pick,2026-08-28T09:44:42.272542,2026-08-28T09:44:44.278860,robot2,m7,s4
e110,Task,move_to,2026-08-28T09:44:44.282683,2026-08-28T09:44:52.775295,robot2,m7,s4
e111,Control,localize,2026-08-28T09:44:52.782114,2026-08-28T09:44:57.788080,robot2,m7,s4
e112,Task,place,2026-08-28T09:44:57.789270,2026-08-28T09:44:59.795071,robot2,m7,s4
e113,Control,move_to,2026-08-28T09:45:00.773530,2026-08-28T09:45:12.776703,robot2,m3,s3
e114,Control,localize,2026-08-28T09:45:12.777517,2026-08-28T09:45:17.781777,robot2,m3,s3
e115,Task,pick,2026-08-28T09:45:17.782470,2026-08-28T09:45:22.786421,robot2,m3,s3
e116,Task,move_to,2026-08-28T09:45:22.791236,2026-08-28T09:45:31.282245,robot2,m3,s3
e117,Control,localize,2026-08-28T09:45:31.285672,2026-08-28T09:45:36.290135,robot2,m3,s3
e118,Task,place,2026-08-28T09:45:36.291294,2026-08-28T09:45:41.295619,robot2,m3,s3
e119,Control,move_to,2026-08-28T09:45:41.767272,2026-08-28T09:45:47.431032,robot2,m4,s2
e120,Control,localize,2026-08-28T09:45:47.433266,2026-08-28T09:45:52.438258,robot2,m4,s2
e121,Task,pick,2026-08-28T09:45:52.438998,2026-08-28T09:45:55.443296,robot2,m4,s2
e122,Task,move_to,2026-08-28T09:45:55.445901,2026-08-28T09:46:01.108163,robot2,m4,s2
e123,Control,localize,2026-08-28T09:46:01.110139,2026-08-28T09:46:06.113214,robot2,m4,s2
e124,Task,place,2026-08-28T09:46:06.113736,2026-08-28T09:46:09.113373,robot2,m4,s2
e125,Control,localize,2026-08-28T09:46:09.775765,2026-08-28T09:46:14.780683,robot2,m2,s2
e126,Task,pick,2026-08-28T09:46:14.782339,2026-08-28T09:46:16.788482,robot2,m2,s2
e127,Task,move_to,2026-08-28T09:46:16.790164,2026-08-28T09:46:25.279980,robot2,m2,s2
e128,Control,localize,2026-08-28T09:46:25.282096,2026-08-28T09:46:30.288471,robot2,m2,s2
e129,Task,place,2026-08-28T09:46:30.290708,2026-08-28T09:46:32.298238,robot2,m2,s2
e130,Control,move_to,2026-08-28T09:46:32.776135,2026-08-28T09:46:41.268753,robot2,m4,s2
e131,Control,localize,2026-08-28T09:46:41.270524,2026-08-28T09:46:46.276375,robot2,m4,s2
e132,Task,pick,2026-08-28T09:46:46.280497,2026-08-28T09:46:49.286055,robot2,m4,s2
e133,Task,move_to,2026-08-28T09:46:49.288699,2026-08-28T09:46:57.780132,robot2,m4,s2
e134,Control,localize,2026-08-28T09:46:57.782315,2026-08-28T09:47:02.786298,robot2,m4,s2
e135,Task,place,2026-08-28T09:47:02.787418,2026-08-28T09:47:05.796824,robot2,m4,s2
e136,Control,move_to,2026-08-28T09:47:06.778121,2026-08-28T09:47:21.200715,robot2,m6,s3
e137,Control,localize,2026-08-28T09:47:21.202089,2026-08-28T09:47:26.209935,robot2,m6,s3
e138,Task,pick,2026-08-28T09:47:26.212755,2026-08-28T09:47:31.219753,robot2,m6,s3
e139,Task,move_to,2026-08-28T09:47:31.222516,2026-08-28T09:47:39.693692,robot2,m6,s3
e140,Control,localize,2026-08-28T09:47:39.696955,2026-08-28T09:47:44.700621,robot2,m6,s3
e141,Task,place,2026-08-28T09:47:44.701473,2026-08-28T09:47:49.708010,robot2,m6,s3
e142,Control,move_to,2026-08-28T09:47:49.785826,2026-08-28T09:47:57.788722,robot2,m6,s1
e143,Control,localize,2026-08-28T09:47:57.789617,2026-08-28T09:48:02.793586,robot2,m6,s1
e144,Task,pick,2026-08-28T09:48:02.794632,2026-08-28T09:48:12.795565,robot2,m6,s1
e145,Task,move_to,2026-08-28T09:48:12.797913,2026-08-28T09:48:12.800384,robot2,m6,s1
e146,Control,localize,2026-08-28T09:48:12.802129,2026-08-28T09:48:17.808279,robot2,m6,s1
e147,Task,place,2026-08-28T09:48:17.810183,2026-08-28T09:48:27.817357,robot2,m6,s1
e148,Control,localize,2026-08-28T09:48:28.774434,2026-08-28T09:48:33.781810,robot2,m8,s4
e149,Task,pick,2026-08-28T09:48:33.783706,2026-08-28T09:48:40.789405,robot2,m8,s4
e150,Task,move_to,2026-08-28T09:48:40.793130,2026-08-28T09:48:49.285187,robot2,m8,s4
e151,Control,localize,2026-08-28T09:48:49.289584,2026-08-28T09:48:54.297316,robot2,m8,s4
e152,Task,place,2026-08-28T09:48:54.299807,2026-08-28T09:49:01.307003,robot2,m8,s4
e153,Control,move_to,2026-08-28T09:49:01.772524,2026-08-28T09:49:18.985012,robot2,m2,s1
e154,Control,localize,2026-08-28T09:49:18.987225,2026-08-28T09:49:23.994824,robot2,m2,s1
e155,Task,pick,2026-08-28T09:49:23.997682,2026-08-28T09:49:29.005629,robot2,m2,s1
e156,Task,move_to,2026-08-28T09:49:29.010390,2026-08-28T09:49:40.330757,robot2,m2,s1
e157,Control,localize,2026-08-28T09:49:40.334191,2026-08-28T09:49:45.356987,robot2,m2,s1
e158,Task,place,2026-08-28T09:49:45.360183,2026-08-28T09:49:50.366817,robot2,m2,s1
e159,Control,localize,2026-08-28T09:49:58.770398,2026-08-28T09:50:03.776812,robot2,m6,s2
e160,Task,pick,2026-08-28T09:50:03.778787,2026-08-28T09:50:06.786897,robot2,m6,s2
e161,Task,move_to,2026-08-28T09:50:06.791271,2026-08-28T09:50:15.279477,robot2,m6,s2
e162,Control,localize,2026-08-28T09:50:15.281886,2026-08-28T09:50:20.287157,robot2,m6,s2
e163,Task,place,2026-08-28T09:50:20.288551,2026-08-28T09:50:23.297537,robot2,m6,s2
e164,Control,move_to,2026-08-28T09:50:28.763798,2026-08-28T09:50:37.255599,robot2,m6,s4
e165,Control,localize,2026-08-28T09:50:37.257871,2026-08-28T09:50:42.263926,robot2,m6,s4
e166,Task,pick,2026-08-28T09:50:42.265519,2026-08-28T09:50:46.273691,robot2,m6,s4
e167,Task,move_to,2026-08-28T09:50:46.279851,2026-08-28T09:50:54.770724,robot2,m6,s4
e168,Control,localize,2026-08-28T09:50:54.773895,2026-08-28T09:50:59.778300,robot2,m6,s4
e169,Task,place,2026-08-28T09:50:59.778921,2026-08-28T09:51:03.784781,robot2,m6,s4
e170,Control,undock,2026-08-28T09:42:22.776858,2026-08-28T09:42:26.781699,robot3,m5,s4
e171,Control,move_to,2026-08-28T09:42:26.783231,2026-08-28T09:42:33.112292,robot3,m5,s4
e172,Control,localize,2026-08-28T09:42:33.113423,2026-08-28T09:42:38.118779,robot3,m5,s4
e173,Task,pick,2026-08-28T09:42:38.120695,2026-08-28T09:42:42.162907,robot3,m5,s4
e174,Task,move_to,2026-08-28T09:42:42.164330,2026-08-28T09:42:53.485059,robot3,m5,s4
e175,Control,localize,2026-08-28T09:42:53.487939,2026-08-28T09:42:58.493953,robot3,m5,s4
e176,Task,place,2026-08-28T09:42:58.496002,2026-08-28T09:43:02.500247,robot3,m5,s4
e177,Control,move_to,2026-08-28T09:43:02.796734,2026-08-28T09:43:08.455887,robot3,m7,s4
e178,Control,localize,2026-08-28T09:43:08.457073,2026-08-28T09:43:13.463206,robot3,m7,s4
e179,Task,pick,2026-08-28T09:43:13.465706,2026-08-28T09:43:15.471724,robot3,m7,s4
e180,Task,move_to,2026-08-28T09:43:15.475312,2026-08-28T09:43:21.137036,robot3,m7,s4
e181,Control,localize,2026-08-28T09:43:21.140259,2026-08-28T09:43:26.146975,robot3,m7,s4
e182,Task,place,2026-08-28T09:43:26.148144,2026-08-28T09:43:28.153614,robot3,m7,s4
e183,Control,localize,2026-08-28T09:43:28.765361,2026-08-28T09:43:33.779487,robot3,m5,s3
e184,Task,pick,2026-08-28T09:43:33.782400,2026-08-28T09:43:38.786304,robot3,m5,s3
e185,Task,move_to,2026-08-28T09:43:38.787736,2026-08-28T09:43:47.279558,robot3,m5,s3
e186,Control,localize,2026-08-28T09:43:47.285102,2026-08-28T09:43:52.293217,robot3,m5,s3
e187,Task,place,2026-08-28T09:43:52.296849,2026-08-28T09:43:57.305596,robot3,m5,s3
e188,Control,move_to,2026-08-28T09:43:57.773304,2026-08-28T09:44:06.264616,robot3,m7,s1
e189,Control,localize,2026-08-28T09:44:06.265646,2026-08-28T09:44:11.269585,robot3,m7,s1
e190,Task,pick,2026-08-28T09:44:11.272152,2026-08-28T09:44:21.277781,robot3,m7,s1
e191,Task,move_to,2026-08-28T09:44:21.280186,2026-08-28T09:44:29.769074,robot3,m7,s1
e192,Control,localize,2026-08-28T09:44:29.770508,2026-08-28T09:44:34.774639,robot3,m7,s1
e193,Task,place,2026-08-28T09:44:34.777118,2026-08-28T09:44:44.783257,robot3,m7,s1
e194,Control,move_to,2026-08-28T09:44:45.774816,2026-08-28T09:44:57.093704,robot3,m8,s5
e195,Control,localize,2026-08-28T09:44:57.094556,2026-08-28T09:45:02.098198,robot3,m8,s5
e196,Task,pick,2026-08-28T09:45:02.099122,2026-08-28T09:45:07.103117,robot3,m8,s5
e197,Task,move_to,2026-08-28T09:45:07.104307,2026-08-28T09:45:09.936113,robot3,m8,s5
e198,Control,localize,2026-08-28T09:45:09.937693,2026-08-28T09:45:14.942603,robot3,m8,s5
e199,Task,place,2026-08-28T09:45:14.944557,2026-08-28T09:45:19.948457,robot3,m8,s5
e200,Control,localize,2026-08-28T09:45:20.793273,2026-08-28T09:45:25.796584,robot3,m8,s3
e201,Task,pick,2026-08-28T09:45:25.797505,2026-08-28T09:45:28.803169,robot3,m8,s3
e202,Task,move_to,2026-08-28T09:45:28.808173,2026-08-28T09:45:37.296129,robot3,m8,s3
e203,Control,localize,2026-08-28T09:45:37.297695,2026-08-28T09:45:42.303836,robot3,m8,s3
e204,Task,place,2026-08-28T09:45:42.306185,2026-08-28T09:45:45.311199,robot3,m8,s3
e205,Control,move_to,2026-08-28T09:45:45.771600,2026-08-28T09:45:57.774233,robot3,m4,s3
e206,Control,localize,2026-08-28T09:45:57.775142,2026-08-28T09:46:02.779626,robot3,m4,s3
e207,Task,pick,2026-08-28T09:46:02.781098,2026-08-28T09:46:07.783618,robot3,m4,s3
e208,Task,move_to,2026-08-28T09:46:07.785360,2026-08-28T09:46:16.274642,robot3,m4,s3
e209,Control,localize,2026-08-28T09:46:16.277676,2026-08-28T09:46:21.281913,robot3,m4,s3
e210,Task,place,2026-08-28T09:46:21.283717,2026-08-28T09:46:26.291546,robot3,m4,s3
e211,Control,localize,2026-08-28T09:46:26.775396,2026-08-28T09:46:31.780174,robot3,m5,s2
e212,Task,pick,2026-08-28T09:46:31.782606,2026-08-28T09:46:34.788947,robot3,m5,s2
e213,Task,move_to,2026-08-28T09:46:34.792749,2026-08-28T09:46:43.282286,robot3,m5,s2
e214,Control,localize,2026-08-28T09:46:43.284496,2026-08-28T09:46:48.289185,robot3,m5,s2
e215,Task,place,2026-08-28T09:46:48.290596,2026-08-28T09:46:51.295708,robot3,m5,s2
e216,Control,move_to,2026-08-28T09:46:51.775382,2026-08-28T09:47:06.204843,robot3,m7,s2
e217,Control,localize,2026-08-28T09:47:06.206136,2026-08-28T09:47:11.227080,robot3,m7,s2
e218,Task,pick,2026-08-28T09:47:11.228363,2026-08-28T09:47:14.235050,robot3,m7,s2
e219,Task,move_to,2026-08-28T09:47:14.239722,2026-08-28T09:47:22.731002,robot3,m7,s2
e220,Control,localize,2026-08-28T09:47:22.734363,2026-08-28T09:47:27.742124,robot3,m7,s2
e221,Task,place,2026-08-28T09:47:27.744326,2026-08-28T09:47:30.749953,robot3,m7,s2
e222,Control,localize,2026-08-28T09:47:30.783633,2026-08-28T09:47:35.791931,robot3,m4,s1
e223,Task,pick,2026-08-28T09:47:35.793371,2026-08-28T09:47:39.777395,robot3,m4,s1
e224,Task,move_to,2026-08-28T09:47:39.779259,2026-08-28T09:47:48.268669,robot3,m4,s1
e225,Control,localize,2026-08-28T09:47:48.270499,2026-08-28T09:47:53.274976,robot3,m4,s1
e226,Task,place,2026-08-28T09:47:53.276219,2026-08-28T09:47:57.281622,robot3,m4,s1
e227,Control,move_to,2026-08-28T09:47:57.766871,2026-08-28T09:48:13.776975,robot3,m8,s1
e228,Control,localize,2026-08-28T09:48:13.779943,2026-08-28T09:48:18.783159,robot3,m8,s1
e229,Task,pick,2026-08-28T09:48:18.783831,2026-08-28T09:48:21.789831,robot3,m8,s1
e230,Task,move_to,2026-08-28T09:48:21.794196,2026-08-28T09:48:30.286883,robot3,m8,s1
e231,Control,localize,2026-08-28T09:48:30.291650,2026-08-28T09:48:35.298812,robot3,m8,s1
e232,Task,place,2026-08-28T09:48:35.301312,2026-08-28T09:48:38.305279,robot3,m8,s1
e233,Control,move_to,2026-08-28T09:48:38.771096,2026-08-28T09:48:47.024210,robot3,m7,s5
e234,Control,localize,2026-08-28T09:48:47.027101,2026-08-28T09:48:52.035264,robot3,m7,s5
e235,Task,pick,2026-08-28T09:48:52.037646,2026-08-28T09:48:57.045266,robot3,m7,s5
e236,Task,move_to,2026-08-28T09:48:57.050273,2026-08-28T09:48:59.883647,robot3,m7,s5
e237,Control,localize,2026-08-28T09:48:59.885435,2026-08-28T09:49:04.888954,robot3,m7,s5
e238,Task,place,2026-08-28T09:49:04.890236,2026-08-28T09:49:09.893806,robot3,m7,s5
e239,Control,move_to,2026-08-28T09:49:10.774989,2026-08-28T09:49:19.724358,robot3,m6,s2
e240,Control,localize,2026-08-28T09:49:19.725871,2026-08-28T09:49:24.731242,robot3,m6,s2
e241,Task,pick,2026-08-28T09:49:24.732623,2026-08-28T09:49:27.739908,robot3,m6,s2
e242,Task,move_to,2026-08-28T09:49:27.744308,2026-08-28T09:49:39.067653,robot3,m6,s2
e243,Control,localize,2026-08-28T09:49:39.071614,2026-08-28T09:49:44.077946,robot3,m6,s2
e244,Task,place,2026-08-28T09:49:44.078680,2026-08-28T09:49:47.084032,robot3,m6,s2
e245,Control,undock,2026-08-28T09:42:22.790820,2026-08-28T09:42:26.795274,robot4,m1,s2
e246,Control,move_to,2026-08-28T09:42:26.796768,2026-08-28T09:42:34.013402,robot4,m1,s2
e247,Control,localize,2026-08-28T09:42:34.014889,2026-08-28T09:42:39.017856,robot4,m1,s2
e248,Task,pick,2026-08-28T09:42:39.018556,2026-08-28T09:42:41.024966,robot4,m1,s2
e249,Task,move_to,2026-08-28T09:42:41.026851,2026-08-28T09:42:49.516395,robot4,m1,s2
e250,Control,localize,2026-08-28T09:42:49.519611,2026-08-28T09:42:54.524713,robot4,m1,s2
e251,Task,place,2026-08-28T09:42:54.526823,2026-08-28T09:42:56.533118,robot4,m1,s2
e252,Control,move_to,2026-08-28T09:42:56.764336,2026-08-28T09:43:01.242098,robot4,m7,s1
e253,Control,localize,2026-08-28T09:43:01.243916,2026-08-28T09:43:06.249759,robot4,m7,s1
e254,Task,pick,2026-08-28T09:43:06.251599,2026-08-28T09:43:11.256619,robot4,m7,s1
e255,Task,move_to,2026-08-28T09:43:11.260089,2026-08-28T09:43:14.092617,robot4,m7,s1
e256,Control,localize,2026-08-28T09:43:14.094156,2026-08-28T09:43:19.098281,robot4,m7,s1
e257,Task,place,2026-08-28T09:43:19.099625,2026-08-28T09:43:24.104633,robot4,m7,s1
e258,Control,localize,2026-08-28T09:43:25.404872,2026-08-28T09:43:30.438322,robot4,m1,s2
e259,Task,pick,2026-08-28T09:43:30.440012,2026-08-28T09:43:32.446155,robot4,m1,s2
e260,Task,move_to,2026-08-28T09:43:32.448900,2026-08-28T09:43:40.938772,robot4,m1,s2
e261,Control,localize,2026-08-28T09:43:40.942974,2026-08-28T09:43:45.950922,robot4,m1,s2
e262,Task,place,2026-08-28T09:43:45.953191,2026-08-28T09:43:47.960886,robot4,m1,s2
e263,Control,move_to,2026-08-28T09:43:48.790018,2026-08-28T09:43:57.281195,robot4,m3,s2
e264,Control,localize,2026-08-28T09:43:57.284714,2026-08-28T09:44:02.294069,robot4,m3,s2
e265,Task,pick,2026-08-28T09:44:02.296336,2026-08-28T09:44:05.305857,robot4,m3,s2
e266,Task,move_to,2026-08-28T09:44:05.311531,2026-08-28T09:44:13.803160,robot4,m3,s2
e267,Control,localize,2026-08-28T09:44:13.808515,2026-08-28T09:44:18.814771,robot4,m3,s2
e268,Task,place,2026-08-28T09:44:18.816076,2026-08-28T09:44:21.820768,robot4,m3,s2
e269,Control,move_to,2026-08-28T09:44:22.782061,2026-08-28T09:44:31.271097,robot4,m1,s1
e270,Control,localize,2026-08-28T09:44:31.272399,2026-08-28T09:44:36.278665,robot4,m1,s1
e271,Task,pick,2026-08-28T09:44:36.281687,2026-08-28T09:44:44.287734,robot4,m1,s1
e272,Task,move_to,2026-08-28T09:44:44.290900,2026-08-28T09:44:52.782090,robot4,m1,s1
